Unnamed: 0,date,top_5_titles
1215,2023-03-09,"J&J lays off 350 people at robotics units, says ‘we have to get better’ with Ottava - MedTech Dive|Serbia is unable to control the re-export of its ammunition to Ukraine - Militarnyi|Boston surgeon who famously ducked out of a surgery for a NAP received free medical devices from J&J - Daily Mail|Who are the leading innovators in monoclonal antibody drugs for cancer for the pharmaceutical industry? - Pharmaceutical Technology|Johnson & Johnson, Kellogg, and 2 Other Spinoffs to Watch in 2023 - Barron's"
1216,2023-03-10,Why I'm Convinced That Schwab US Dividend Equity ETF Will Outperform (NYSEARCA:SCHD) - Seeking Alpha|Johnson & Johnson Layoffs 2023: What to Know About the Latest JNJ Job Cuts - InvestorPlace|Johnson & Johnson: Severance Packages - Samfiru Tumarkin LLP
1217,2023-03-11,
1218,2023-03-12,Advancing unconscious bias training for healthcare professionals - Johnson & Johnson | The top 10 drugs losing US exclusivity in 2023 - FiercePharma | StockWatch: Moderna Looks to Accelerate Cancer Vaccine - Genetic Engineering & Biotechnology News
1219,2023-03-13,Sequential Skin x Johnson & Johnson Collab to Quantify Skin Health - Cosmetics & Toiletries
1220,2023-03-14,"IMB spin-out announces successful clinical trial for psoriasis drug - Institute for Molecular Bioscience|In his first year as Johnson & Johnson CEO, Joaquin Duato scored $13.1M payout - FiercePharma|Clinical trial success for psoriasis drug - UQ News - The University of Queensland|The menin inhibitor revumenib in KMT2A -rearranged or NPM1 -mutant leukaemia - Nature.com|Opinion|A Second Chance for Johnson & Johnson in Court - The Wall Street Journal"
1221,2023-03-15,"Vaxart cans oral COVID-19 vaccine plans, lays off 27% of staff to go all in on norovirus program - Fierce Biotech|Johnson & Johnson shelves Carvykti's UK launch amid manufacturing shortfalls - FiercePharma|J&J CEO Joaquin Duato’s compensation dips to $13.1M in 2022 - MM+M Online|Blocking NS3–NS4B interaction inhibits dengue virus in non-human primates - Nature.com"
1222,2023-03-16,"West Point Celebrates Its 221st Birthday During Founders Day - United States Army|Index Providers Disagree on Growth and Value - Morningstar|Janssen No Longer Seeking Approval for Carvykti in the UK - CGTLive™|J&J’s experimental dengue pill prevents infection in mice, monkeys - The Fiji Times"
1223,2023-03-17,
1224,2023-03-18,
1225,2023-03-19,VIDEO: Johnson & Johnson presents ‘wide breadth and depth’ of research at AAD 2023 - Healio|Pretax profits at Irish subsidiary of Johnson & Johnson almost double - The Irish Times
1226,2023-03-20,Johnson & Johnson EVP and Worldwide Chairman of Medtech Ashley McEvoy Named Chairman of AdvaMed Board of Directors - AdvaMed|Generative AI Makes Headway in Healthcare - The Wall Street Journal
1227,2023-03-21,"After appeals loss, Johnson & Johnson will take Texas two-step case to the US Supreme Court - FiercePharma|Drugmakers push back on a clever tactic employers use to avoid paying for specialty medicines - STAT|How To Apply For The New Nurse Innovation Fellowship By J&J, Penn Nursing & Wharton School - Nurse.org"
1228,2023-03-22,JNJ-26366821 repairs acetaminophen-induced liver injury in mice - BioWorld Online|India rejects Johnson & Johnson’s attempt to extend monopoly on lifesaving TB drug - The Hindu
1229,2023-03-23,"Johnson & Johnson bid to extend TB drug Bedaquiline patent rejected in India, paves way for generics - South First|Study Shows 186 Banks Are On The Brink Of Failure - ValueWalk|BL Explainer: What happens to bedaquiline after the expiry of Johnson & Johnson’s patent in July - BusinessLine"
1230,2023-03-24,"Johnson & Johnson’s set to lose patent on key TB drug in July - The Times of India|‘Exceptional redevelopment potential’: Auckland’s Skyworld complex is up for sale - The Spinoff|Modulatory mechanisms of TARP γ8-selective AMPA receptor therapeutics - Nature.com|From glitz to ghost-town: Ex-Planet Hollywood building that once hosted Robin Williams is for sale - OneRoof|Winnipeg woman 'traumatized' by decade of pain after surgical mesh splits apart, lawsuit alleges - CBC.ca"
1231,2023-03-25,"Palm Beach Pride: LGBTQ+ parade draws diverse support, families, ‘mom hugs’ - Palm Beach Post"
1232,2023-03-26,"Top 10 pharma R&D budgets in 2022 - Fierce Biotech|(27 Mar, 2023) - Drishti IAS"
1233,2023-03-27,Communicating effectively with potential contact lens wearers - AOP|J&J adds medtech head Ashley McEvoy to list of highest-paid execs with $7.4M payout in 2022 - Fierce Biotech|Ashley McEvoy joins J&J’s top-paid executives - Medical Design & Outsourcing
1234,2023-03-28,Johnson & Johnson halts development of RSV vaccine in midst of late-stage clinical trials - CNN|MPC Energy Solutions installing LNG-fired CHP plant to energize Optics Manufacturing in Puerto Rico - Energy Tech
1235,2023-03-29,"J&J scraps late-stage RSV vaccine in R&D overhaul, dropping out of race with GSK, Pfizer - Fierce Biotech|Stayfree will engage with a wider segment of women with Kiara Advani’s association: Manoj Gadgil - afaqs!|J&J abandons RSV vaccine in major strategy shift - BioPharma Dive|Former J&J R&D chief Mathai Mammen lands at burgeoning biotech FogPharma, with first trial nearing - Fierce Biotech|Johnson & Johnson stock rises Thursday, still underperforms market - MarketWatch"
1236,2023-03-30,"Pfizer, BMS' Eliquis tops list of drugs destined for Medicare price negotiations in 2026: Moody's - FiercePharma|Mathai Mammen Finds New Home at FogPharma - BioSpace|Mother-daughter promotoras on a mission to empower their community and improve health outcomes one person at a time - Johnson & Johnson"
1237,2023-03-31,Johnson & Johnson Consumer Health Supports TNC - The Nature Conservancy|Hyderabad hospital introduces robotic technology for knee replacement surgeries - The Hindu|Secondary patent for Johnson & Johnson TB drug rejected: How this will help in India’s fight against tuberculosis - The Indian Express|Johnson & Johnson unit loses bid to stay in bankruptcy during Supreme Court appeal - Reuters
1238,2023-04-01,Dividend Aristocrats Raises in 2023 - Dividend Growth Investor|Johnson & Johnson unit loses bid to stay in bankruptcy during Supreme Court appeal - The Fiji Times|Vaccination schedule for April 3 to 6 - Barbados Today
1239,2023-04-02,"CSL's new CEO Paul McKenzie charts course for growth amid expansions in gene therapy, kidney diseases - FiercePharma"
1240,2023-04-03,Johnson & Johnson is again trying to use bankruptcy to settle talc cases for $8.9 billion - CNN|Johnson & Johnson subsidiary LTL Management files for bankruptcy for a second time after company agrees to pay $13.1 billion to settle lawsuits - ABC News|Johnson & Johnson offers $9bn to settle talc claims - BBC.com|Johnson & Johnson to pay $8.9 billion to settle talc cancer claims - CNBC|Johnson & Johnson offers $8.9B to settle talc baby powder claims - The Washington Post
1241,2023-04-04,"Johnson & Johnson offers $8.9 billion settlement to roughly 60,000 people who claim its talc products gave them cancer - Fortune|Johnson & Johnson to pay $8.9 billion to settle claims baby powder, other talc products caused cancer - ABC News|J&J unit files for second bankruptcy to pursue $8.9 billion talc settlement - Reuters|Johnson & Johnson proposes to pay nearly $9 billion to settle talc powder lawsuits - USA TODAY"
1242,2023-04-05,Johnson & Johnson Seeks $9 Billion Settlement of Talc Lawsuits - The Wall Street Journal|Johnson & Johnson offers nearly $9 billion to settle talc lawsuits - CBS News|Johnson & Johnson proposes paying $8.9 billion to settle talcum powder lawsuits - NPR
1243,2023-04-06,"Front Page News: Johnson & Johnson Offers Nearly $9 Billion Settlement For Talcum Powder Lawsuit - The Rickey Smiley Morning Show|AbbVie, J&J pull 2 Imbruvica accelerated approvals in lymphoma, giving way to AZ and BeiGene - FiercePharma|J&J to pay US$8.9B in baby powder suits - Trinidad Guardian|Tanzania probes ‘tainted’ talc as firm offers $9 billion settlement - The Citizen|J&J to pay R162bn to settle baby powder-cancer lawsuits - News24"
1244,2023-04-07,"""People are dying every day"": Alleged victims of J&J's talc case speak out - Axios"
1245,2023-04-08,Mark Cuban Has Good News for People with Diabetes - TheStreet
1246,2023-04-09,"Everything You Need to Know About Johnson & Johnson's Baby-Powder Lawsuits - POPSUGAR|J&J Talc Suits' Outside Funders Unveiled Via Little-Used NJ Rule - Bloomberg Law|Johnson & Johnson’s talc settlement: Why the company is offering $8.9 billion to thousands - The Indian Express|Johnson & Johnson's $8.9B bankruptcy settlement is 'unworkable,' talc plaintiff lawyer says - FiercePharma"
1247,2023-04-10,More than 200 pharmaceutical executives sign open letter calling for reversal of Texas abortion pill ruling - CNBC|Johnson & Johnson launches US creative reviews for Neutrogena and Aveeno - Ad Age|DelveInsight Evaluates a Robust Epilepsy Pipeline as 70+ Influential Pharma Players to Set Foot in the Domain - PR Newswire
1248,2023-04-11,"Inside the decade-long effort to add digital tags to thousands of Johnson & Johnson MedTech products - Johnson & Johnson|J&J talc unit 2nd bankruptcy must be dismissed, cancer victims' lawyers say - Marianas Variety News & Views|Serbia provides military aid to Ukraine – Pentagon documents - Militarnyi"
1249,2023-04-12,What’s on the horizon in surgical robotics? - Mass Device|Purell hand sanitizer looks for a buyer amid falling demand - New York Post
1250,2023-04-13,"J&J, Legend tap Novartis to help make CAR-T drug Carvykti as they work through supply constraints - FiercePharma|Johnson & Johnson Expected to Post a Q1 Earnings Decline - Investopedia|FDA rejects Eli Lilly's ulcerative colitis prospect mirikizumab, citing manufacturing shortfalls - FiercePharma"
1251,2023-04-14,
1252,2023-04-15,Pelvic Mesh Class Action: How to Join - DStv
1253,2023-04-16,"J&J opens the valve on $50M MS partnership with Pipeline - Fierce Biotech|DelveInsight Highlights Major Advances, Transformative - GlobeNewswire"
1254,2023-04-17,"Johnson & Johnson (JNJ) Dividend Stock Analysis 2023 - Dividend Growth Investor|JNJ Earnings: All you need to know about Johnson & Johnson’s Q1 2023 earnings results - AlphaStreet|Johnson & Johnson reports loss after taking $6.9bn charge over talc claims - Financial Times|Johnson & Johnson shares fall after company beats on earnings and revenue, but lowers pharmaceutical sales guidance - CNBC|Johnson & Johnson swings to loss as it books multibillion-dollar charge to settle talc claims - MarketWatch"
1255,2023-04-18,"J&J, Legend's Carvykti cut risk of progression or death by whopping 74% in earlier myeloma, leaked abstract shows - FiercePharma|J&J issues cautious 2023 forecast, shares fall - Reuters.com"
1256,2023-04-19,"US stock market news: Dow Jones, Nasdaq end in red; S&P 500 ekes out gain as tech supports - Zee Business|US judge halts most talc lawsuits against J&J, stops trials - Reuters|J&J ups CAR-T capacity amid high Carvykti demand - BioProcess Insider|U.S. bankruptcy judge halts 40,000 Johnson & Johnson talc and cancer lawsuits - CNBC|Money for Baby Powder cancer lawsuits wipes out Johnson & Johnson profits - The Times"
1257,2023-04-20,"Tylenol's Prenatal Health Risks Lawsuits Against J&J Move Forward - Law.com|11 Best Diversified Stocks to Buy Now - Insider Monkey|AbbVie, J&J get win in UK for Imbruvica combo as BeiGene, AZ surge with single agents - FiercePharma|Lawsuit accuses J&J subsidiary of selling faulty knee replacements - MedTech Dive|Tanzania bans Johnson & Johnson powder - The Citizen"
1258,2023-04-21,Pharma M&A trends: Analyzing the surge in biopharma deals - Drug Discovery & Development|Talc-Cancer Lawsuits on Hold; Diet & Prostate Cancer; Active Surveillance Deep Dive - Medpage Today
1259,2023-04-22,The Top Companies to Work for in Corporate Wellness: A Comprehensive List - Corporate Wellness Magazine
1260,2023-04-23,"Johnson & Johnson Proposes New Settlement Amount for Talc Baby Powder Lawsuits - The Legal Examiner|Johnson & Johnson consumer health unit valued at $40 billion ahead of IPO, report says - CNBC|Johnson & Johnson's PARP combo nabs first global nod but faces tough fight against AZ, Merck's Lynparza - FiercePharma|Breakingviews - J&J carves itself up at a discount - Reuters.com|NICE recommends AbbVie’s/J&J’s Imbruvica for combo use in untreated CLL - Pharmaceutical Technology"
1261,2023-04-24,"Johnson & Johnson eyes $40B valuation for consumer health group Kenvue: WSJ - FiercePharma|J&J's Spinoff Kenvue Valued at $40 Billion. What's Ahead for Consumer Health. - Barron's|Listerine, Neutrogena, and Tylenol Form New Publicly Traded Company - Dr Wealth"
1262,2023-04-25,J&J must stop blocking generic versions of lifesaving TB drug - Doctors Without Borders (MSF-USA)|J&J’s consumer health spinoff seeking $3B stock offering in test of IPO market - BioPharma Dive
1263,2023-04-26,"J&J to retain all talc-related liabilities from litigation in US, Canada - Reuters|Talc Supplier to J&J, Avon, Estée Lauder Files For Bankruptcy After Lawsuits - The Business of Fashion|Kenvue IPO: Everything you need to know about the JNJ spin off - FOREX.com US|""My family and I volunteer on a floating hospital that delivers medical care"" - Johnson & Johnson"
1264,2023-04-27,J&J’s Kenvue Spinoff: A Rare IPO Winner in a Moribund Market - Barron's|Johnson & Johnson to list its consumer health care products on the stock exchange - Fashion Network|Talcum powder cancer claims target J&J’s new consumer carve-out - Financial Times
1265,2023-04-28,
1266,2023-04-29,"Kenvue, multibillion-dollar spinoff of J&J’s consumer health brands, putting its HQ in Summit - ROI-NJ.com"
1267,2023-04-30,"J&J Spinoff Kenvue Locating HQ in Summit - njbmagazine.com|The Whole Story with Anderson Cooper Investigates Claims Brought Against Johnson & Johnson in “Shaken: Baby Powder on Trial” with CNN’s Pamela Brown - CNN Press Room|Murphy, N.J. officials thrilled to have J&J’s billion-dollar spinoff put its HQ in Summit - ROI-NJ.com|Attorney General Ken Paxton to investigate COVID-19 vaccine makers - The Texas Tribune"
1268,2023-05-01,"J&J refuels CAR-T ambitions with $245M upfront to Cellular Biomedicine for pair of therapies - Fierce Biotech|J&J Makes $245M Play to Develop Next-Gen CAR-T Therapies - BioSpace|Kenvue IPO: A Dividend-Paying, ‘High-Caliber’ Company - Morningstar"
1269,2023-05-02,"J&J, building on CAR-T success, strikes another cell therapy deal - BioPharma Dive|Healthium Medtech hires Prashant Krishnan as a global business head - Healthcare Radius|Artificial Intelligence Engine Predicts LYTS Stock to Gain 9% by May 30 - InvestorPlace"
1270,2023-05-03,"J&J spinoff Kenvue prices IPO at $22, toward the top end of expected range - CNBC|Kenvue Stock Jumps in IPO of Former J&J Consumer-Health Business - Barron's|Kenvue IPO: Everything you need to know about the JNJ spin off - FOREX.com|Kenvue IPO: Stock priced as Johnson & Johnson spinoff set to trade today on NYSE - Fast Company|Johnson & Johnson Spins Off Kenvue in Biggest IPO Haul Since 2021 - Kiplinger's Personal Finance"
1271,2023-05-04,"Johnson & Johnson consumer arm’s shares jump in biggest US IPO since 2021 - Financial Times|Kenvue, formerly Johnson & Johnson Consumer Health, debuts on NYSE with IPO - BusinessLine|J&J consumer brand spinoff Kenvue debuts on NYSE - Yahoo Finance"
1272,2023-05-05,"Thousands of Australian women are taking part in medical class actions - but at what cost? - 9News|Let’s Review Vintage Mother’s Day Ads ‘Cause the Aussie Ones Hit Different - The Latch|Florida Food Products Names Kevin Neat Chief Financial Officer - Business Wire|J&J faces 40,000 lawsuits over its talc powder - CNN|J&J says years of testing confirm its talc is safe - CNN"
1273,2023-05-06,11 Best Canadian Dividend Stocks For Income Investors - Yahoo Finance
1274,2023-05-07,"Kenvue Announces Closing of Initial Public Offering - Business Wire|Pfizer, AstraZeneca run it back in IDEA Pharma's annual innovation rankings - FiercePharma"
1275,2023-05-08,Antibody response varies for Big Pharma COVID vaccines - European Pharmaceutical Review|J&J Hip Implant Allegedly Caused Heavy Metal Poisoning - MedTruth|7 Stocks AI Predicts Will Gain in 30 Days - InvestorPlace
1276,2023-05-09,Co-op experiences pave way for career head start|RIT - Rochester Institute of Technology
1277,2023-05-10,"Video: The Johnson & Johnson Baby Powder Controversy May Be Near an End - Bloomberg|Johnson & Johnson MedTech: ‘Stay tuned’ for Ottava next-gen surgical robot - Mass Device|Fulfilling a calling—finding joy and growth in a career in nursing - Johnson & Johnson|Report: Medtronic, Johnson & Johnson consider Shockwave Medical acquisition after Boston Scientific talks stall - Cardiovascular Business"
1278,2023-05-11,India's billionth baby turns 23 today: Here's how life has been for her - Business Standard|Medtronic and Johnson & Johnson reportedly consider Shockwave acquisition - Mass Device|The AdvaMed Code of Ethics: Protecting and Driving Innovation for 30 Years - AdvaMed
1279,2023-05-12,“I helped create the lens that treated my mom’s cataracts” - Johnson & Johnson|The big spenders: The top 25 pharma companies in R&D investments - Drug Discovery & Development
1280,2023-05-13,nan
1281,2023-05-14,"J&J Covid-19 vaccine no longer available in the US - CNN|P&G, Ulta Beauty and Johnson & Johnson Among Top-Ranked Beauty Companies for Diversity - Beauty Packaging|UVA doctor weighs in on Johnson & Johnson COVID-19 vaccine no longer being available in U.S. - WHSV|CDC: Johnson & Johnson COVID-19 vaccine no longer available in U.S. - Spectrum News NY1|Biosense Webster Highlights New Research and Technology to Advance AFib Treatment at Heart Rhythm 2023 - Diagnostic and Interventional Cardiology"
1282,2023-05-15,"It's the end of the line for J&J's COVID shot in the US, CDC says - FiercePharma|Identifying 'gems' before others do: J&J exec gives insider's look at dealmaking spree - Fierce Biotech|Johnson & Johnson encourages Gen Z to put down their screens and envision the future - FiercePharma|Biosense Webster QDot Micro catheter found to improve ablation efficiency for AF - Cardiac Rhythm News"
1283,2023-05-16,Jasmina Brooks Named President of Biosense Webster - Diagnostic and Interventional Cardiology|Opinion|Why is a curable disease still allowed to kill millions? - The Washington Post|Should You Get an Additional COVID-19 Bivalent Booster? - Yale Medicine
1284,2023-05-17,"J&J Vaccine and Guillain-Barré Syndrome: Information on the FDA Warning - Yale Medicine|J&J’s Biosense Webster gets a new president - Mass Device|Moon Surgical raises $55.4M to support surgical robot platform, names Fred Moll board chair - Mass Device|The Link Between J&J’s COVID Vaccine and Blood Clots: What You Need to Know - Yale Medicine"
1285,2023-05-18,"""My battle with IBD has fueled my passion for helping patients like me"" - Johnson & Johnson|By the numbers: Understanding the toll of inflammatory bowel disease - Johnson & Johnson|INHANCE™ Shoulder System: A new option for reverse shoulder replacement surgery - Johnson & Johnson|AbbVie, Genmab's lymphoma drug Epkinly snags FDA approval in heated blood cancer race - FiercePharma"
1286,2023-05-19,
1287,2023-05-20,Moon Surgical Snags $55.5M for Its Robotic Laparoscopy Assistant - MedCity News
1288,2023-05-21,
1289,2023-05-22,"Amgen settles patent lawsuit over biosimilar of J&J's big-selling Stelara - Reuters | The clock's ticking on Stelara: Amgen, J&J ink patent settlement - FiercePharma | Settlement approval for pelvic mesh class action against Johnson & Johnson and Ethicon - Maddocks"
1290,2023-05-23,These Are the Best Supply Chains of 2023 - Gartner|Two WVU Medicine nursing executives selected to prestigious Johnson & Johnson fellowship program - WV News
1291,2023-05-24,
1292,2023-05-25,"Better Bet Than IBM Stock: Pay Less Than International Business Machines To Get More From S&P 500 Stocks WMT, GOOG, JNJ, UNH, JPM - Trefis | Fierce Pharma Asia—Carvykti's EU filing; Thermo Fisher's Singapore expansion; Celltrion's Humira biosim nod - FiercePharma | My great-grandad founded a first aid staple and $401billion pharmaceutical empire – now I’m worth $4.... - The US Sun"
1293,2023-05-26,
1294,2023-05-27,
1295,2023-05-28,
1296,2023-05-29,Top 5 highest paid biopharma R&D executives in 2022 - Fierce Biotech | 23-y-o Jamaican cops finance job at Johnson & Johnson - PressReader
1297,2023-05-30,"A day in the life of a nurse innovator - Johnson & Johnson|Obesity Shot Frenzy Makes Eli Lilly World’s Most Valuable Drugmaker - Bloomberg|Interview With Janssen Doctor Explores Potential Bladder Cancer Treatment Options - Johnson & Johnson|Former chief judge called in to help victims of Johnson & Johnson pelvic mesh bungle - 9News|Yuhan makes $325M cancer bet to challenge Boehringer, Takeda - Fierce Biotech"
1298,2023-05-31,'Chilling Effect'? Johnson & Johnson Sues Expert Witness Over Talc Claims - Law.com|Women of Distinction 2023: How to be a great leader and mentor - PR Week|Evaluation of P2x7 PET tracer [18F]JNJ-64413739 on postmortem Alzheimer's disease human brain tissue - Journal of Nuclear Medicine
1299,2023-06-01,J&J secures dismissal of whistleblower case over misuse of confidential info - Reuters.com|AdvaMed Code of Ethics - AdvaMed|These 5 Dividend ETFs Are a Retiree's Best Friend - The Motley Fool
1300,2023-06-02,Zimbabwe Bans Imports of J&J Baby Powder on Concerns Over Talc - Bloomberg
1301,2023-06-03,
1302,2023-06-04,"Stelara patent deal puts J&J back on path to $57 billion 2025 revenue forecast - Reuters.com | ASCO: J&J's multiple myeloma combo produces déjà vu with 96% Carvykti-like response - Fierce Biotech | ASCO: J&J, Legend's Carvykti stages stellar show in earlier myeloma. But has the CAR-T reached a ceiling? - FiercePharma | FDA Revokes Authorization of J&J’s Covid Vaccine as Demand Wanes - Bloomberg | ASCO: Johnson & Johnson's Balversa tops chemotherapy in bladder cancer trial - FiercePharma"
1303,2023-06-05,Turning our supplier spend into societal good - Johnson & Johnson
1304,2023-06-06,"J&J’s COVID vaccine is dead in the US; FDA revokes authorization - Ars Technica|Zim bans sale of J&J baby powder - The Herald|Tylenol Maker Kenvue Goes From Sure Bet to Question Mark After Year’s Biggest IPO - Bloomberg|Alkermes, after arbitration win over J&J, jacks up revenue forecast by $425M - FiercePharma|10 Top Companies Using AI - The Motley Fool"
1305,2023-06-07,"Johnson & Johnson releases its 2022 Health for Humanity Report and ""We All Belong: 2022 DEI Impact Review"" - Johnson & Johnson|Johnson & Johnson COVID-19 Vaccine: What You Need to Know - Verywell Health|Johnson & Johnson, Legend file for expanded use of Carvykti after key trial win - FiercePharma|Legend and J&J seek earlier Carvykti approval in multiple myeloma indication - The Pharma Letter|Pfizer taps Samsung Biologics in long-term biosimilar production deal worth $411M - FiercePharma"
1306,2023-06-08,"J&J's COVID vaccine taken by 19 MILLION Americans is pulled by FDA due to plummeting demand - Daily Mail|""So many people were there for me when I had cancer. Now I get to pay it forward"" - Johnson & Johnson|US judge rejects 3M effort to resolve earplug lawsuits in bankruptcy - Reuters|Industry reacts to ‘forever chemicals’ report - Optician Online"
1307,2023-06-09,"Man shot at Omaha grocery store, 4 teens arrested after pursuit - WOWT"
1308,2023-06-10,"Weekly Recap: Hello Bello Acquisition, J&J Recall & More - Beauty Packaging"
1309,2023-06-11,"Johnson & Johnson inks another Stelara patent settlement, this time with Alvotech and Teva - FiercePharma|This South African nurse-entrepreneur is helping her patients and uplifting nursing in her community - Johnson & Johnson|Janssen’s approach to business development and strategic partnerships - Fierce Biotech|Propulsion of RNA Interference Therapy Clinical Trial - GlobeNewswire"
1310,2023-06-12,"Kenvue Now Trading on the New York Stock Exchange - Tech Briefs|The Weight-Loss Battle Has A New Contender; Why Novo, Lilly Still Dominate - Investor's Business Daily|Kenya sues Johnson & Johnson over ‘cancerous’ baby powder|The New Times - New Times Publication|Do Benadryl Capsules Contain Xylitol? - Snopes.com"
1311,2023-06-13,Top 10 pharma companies have over $120 billion in cash for mergers and acquisitions - EL PAÍS USA
1312,2023-06-14,Quiz: How much do you know about giving blood? - Johnson & Johnson
1313,2023-06-15,nan
1314,2023-06-16,"Insight: For groups fighting U.S. opioid crisis, settlement money can be hard to come by - Reuters.com"
1315,2023-06-17,Johnson's says the end of its talc baby powder line has 'nothing to do with safety' - TimesLIVE|Why You Should Consider Avoiding Skincare Products Containing Talc - The List
1316,2023-06-18,Driving diversity in medical illustration - Johnson & Johnson|Eli Lilly's Mounjaro is primed to overtake Novo Nordisk's popular diabetes and obesity duo: report - FiercePharma
1317,2023-06-19,Eli Lilly to Buy DICE Therapeutics in $2.4 Billion Autoimmune Disease Push - Barron's|Lilly to buy oral immune drug developer Dice Therapeutics for $2.4B - BioPharma Dive
1318,2023-06-20,By the numbers: Providing mental health support to the LGBTQIA+ community - Johnson & Johnson|GE HealthCare and DePuy Synthes are partnering in spine surgery - Mass Device
1319,2023-06-21,"GE HealthCare, J&J's DePuy Synthes join forces around 3D imaging tech - Fierce Biotech|Dow Jones Today: Index Flat as Investors Mull Global Rate Decisions - Investopedia|KPJ Healthcare names Chin Keat Chyuan as new president/managing director - New Straits Times"
1320,2023-06-22,Intuitive’s Ion platform may provide ‘most exciting advancements in robotic technology’: analysts - MedTech Dive
1321,2023-06-23,
1322,2023-06-24,
1323,2023-06-25,
1324,2023-06-26,"J&J's $8.9 billion talc settlement faces US bankruptcy test - Reuters.com | VIDEO: Smooth flaps, rapid spot creation possible with Elita femtosecond laser - Healio"
1325,2023-06-27,Former J&J sales rep indicted on charges of defrauding Boston hospital - MedTech Dive
1326,2023-06-28,Where Will Johnson & Johnson Be in 5 Years? - The Motley Fool|5 things we now know about myasthenia gravis - Johnson & Johnson
1327,2023-06-29,
1328,2023-06-30,
1329,2023-07-01,
1330,2023-07-02,9 Johnson & Johnson innovations that helped drive medicine forward - Johnson & Johnson
1331,2023-07-03,"Protagonist, J&J oral psoriasis drug falls short of injectables but gets close enough to spur phase 3 - Fierce Biotech|Novel oral therapy shows potential in plaque psoriasis - European Pharmaceutical Review|Cruising for candy at the Marion Fourth of July Parade - Sippican Week"
1332,2023-07-04,"Kenvue Stock: Put This Wide-Moat Name on Your Watchlist - Morningstar|Pepsico, Johnson & Johnson Detail Process Mining Wins Leveraging Celonis - Acceleration Economy|Healthium Medtech appoints Dr. Vivek S. Iyer as GM for Professional Education & Market Growth Strategy - Indian Pharma Post"
1333,2023-07-05,"Maree can return to her green-fingered hobbies following life-changing knee replacement surgery - Johnson & Johnson|Bausch + Lomb Expands OTC Product Line with Acquisition of Blink® Eye Drops - Business Wire|With new data, J&J steps forward in growing race for oral autoimmune drugs - BioPharma Dive"
1334,2023-07-06,"3 Super-Safe Dividend Stocks to Buy for the Rest of 2023 - Yahoo Finance|Lifetime achievement award: Paulette Frank - Sustainability Magazine|Is Walgreens Boots Alliance (WBA) a Buy, Sell, or Hold This Month? - StockNews.com|Johnson & Johnson unloads eye drops line to acquisitive Bausch + Lomb as Brent Saunders' deal streak rolls on - FiercePharma"
1335,2023-07-07,
1336,2023-07-08,
1337,2023-07-09,"James W. Lewis, Suspect in the 1982 Tylenol Murders, Dies at 76 (Published 2023) - The New York Times|Janssen reveals new Spravato data - PharmaTimes|How the weapons of ""friends of Russia"" are fighting against itself - Militarnyi|J&J Extends Lifeline to Nanobiotix in Potential $1.8B Licensing Deal - BioSpace|Nanobiotix ADRs Jump Over 50% After Agreement With J&J's Janssen Pharmaceutical - Investopedia"
1338,2023-07-10,"NANOBIOTIX Announces License Agreement for Worldwide - GlobeNewswire|Jurors urged to impose heavy punitive damages in J&J talc trial - Reuters.com|Nanobiotix SA licences NBTXR3 to J&J - European Biotechnology News|Johnson and Johnson bankruptcy claim is a ruse to limit liability, cancer victims say - New Jersey Monitor"
1339,2023-07-11,"J&J's Ethicon has a serious Megadyne electrode recall due to potential burns in electrosurgery - Mass Device|Biogen, tarnished by Aduhelm, is the big loser in bad year for pharma brand values - FiercePharma|Why you should never powder your perineum - The Telegraph|Johnson Controls launches tech centre in Bengaluru, will step up hiring - Business Standard|Australian Catholic University launches inquiry into its security contractor, Asset Group Solutions - ABC News"
1340,2023-07-12,"Artificial Pancreas Devices System Market Expected to Witness a Sustainable Growth Over 2031|Medtronic, Inc., JDRF, Johnson & Johnson, Beta Bionics, Inc. - Industry Today|Global Drug Facility Update on Access to Bedaquiline - Stop TB Partnership|Johnson & Johnson Letting Nonprofit Distribute Life-Saving Generic Tuberculosis Drug—Greatly Expanding Access In Poorer Countries - Forbes|Daftar Game Mirip Summertime Saga 2023 - VCGamers|Johnson & Johnson sues researchers who linked talc to cancer - Reuters.com"
1341,2023-07-13,"J&J expands global access to TB drug as popular novelist joins advocacy campaign - STAT|In talc defense, Johnson & Johnson sues 4 doctors over their 'junk litigation opinions' - FiercePharma|Johnson & Johnson shares tuberculosis drug after novelist’s campaign - The Independent"
1342,2023-07-14,People - Nature.com|Major drug company bends in battle over access to key TB treatment - Science|John Green May Have Just Helped Save Millions of Lives - The Mary Sue
1343,2023-07-15,nan
1344,2023-07-16,"J&J touts Rybrevant win in newly diagnosed lung cancer, with key Tagrisso head-to-head readout up next - FiercePharma|Johnson & Johnson sues researchers who linked talc to cancer - The Hindu|A Steak Dinner Keeps Ethics Questions Sizzling in J&J's Talc Bankruptcy - Law.com|The Top 25 Healthcare Technology Leaders of New Jersey for 2023 - The Healthcare Technology Report."
1345,2023-07-17,Johnson & Johnson must pay $27.6 million to California man who says he got cancer from baby powder - ABC News|Cheaper TB drugs for millions after global deal on patent rights agreed - The Guardian|A California cancer patient wins $18.8 million from Johnson & Johnson in baby powder trial - Los Angeles Times|Johnson & Johnson sues to stop Medicare negotiation - STAT
