,date,top_5_titles
1145,2022-12-29,
1146,2022-12-30,
1147,2022-12-31,
1148,2023-01-01,
1149,2023-01-02,"Texas Jury Clears Johnson & Johnson in $28M+ Pelvic Mesh Product Liability Trial - CVN News | Janssen, American Cancer Society team up to help patients on their oncology journeys - FiercePharma | Does the J&J COVID-19 Vaccine Need a Booster? - Health.com | Jim Cramer predicts these 10 Dow stocks will perform well in 2023 - CNBC"
1150,2023-01-03,"Janssen, American Cancer Society team up to help patients on their oncology journeys - FiercePharma | J&J Files to Spin Off Consumer-Health Business as Kenvue - Bloomberg | Jim Cramer predicts these 10 Dow stocks will perform well in 2023 - CNBC | Taking a holistic approach to navigating mental health needs - Financial Times | Texas Jury Clears Johnson & Johnson in $28M+ Pelvic Mesh Product Liability Trial - CVN News"
1151,2023-01-04,"KVUE IPO News - Johnson & Johnson's consumer health unit Kenvue files for an estimated $5 billion IPO - Renaissance Capital | J&J Files to Spin Off Consumer-Health Business as Kenvue - Bloomberg | J&J's new consumer health biz Kenvue files to become independent firm - Marketing Interactive | Oklahoma reaches 4 new opioid settlements totaling more than $226 million - CBS News | Neutrogena, Nourished use AI to craft customizable 3D printed gummies - Marketing Dive"
1152,2023-01-05,"Neutrogena, Nourished use AI to craft customizable 3D printed gummies - Marketing Dive | J&J's consumer health unit Kenvue prepares to leave the nest with IPO filing - FiercePharma | J&J's new consumer health biz Kenvue files to become independent firm - Marketing Interactive | Novo Nordisk, AstraZeneca and Lilly will top pharma's revenue growth in 2023: report - FiercePharma | CRISPR Layoffs 2023: Job Cuts Hit Gene-Editing Stocks FATE, TCRR, IPSC - InvestorPlace"
1153,2023-01-06,"J&J's consumer health unit Kenvue prepares to leave the nest with IPO filing - FiercePharma | Fate hits reset as J&J cell therapy deal collapses, slashing pipeline and head count to stretch cash - Fierce Biotech | CRISPR Layoffs 2023: Job Cuts Hit Gene-Editing Stocks FATE, TCRR, IPSC - InvestorPlace | Novo Nordisk, AstraZeneca and Lilly will top pharma's revenue growth in 2023: report - FiercePharma"
1154,2023-01-07,
1155,2023-01-08,"Securing the future of surgery, one staple at a time - Johnson & Johnson | 2 Warren Buffett Stocks That Are No-Brainer Buys and 1 to Avoid Like the Plague - The Motley Fool | Lilly rides TRex into regulatory T-cell space, paying $55M upfront for 3 immune-mediated disease drugs - Fierce Biotech | 5 Biggest Non-Tech Companies in the World by Market Cap - Insider Monkey | With growing health concerns, baby talc market sees shift towards organic, corn-starch-based powder - ETRetail"
1156,2023-01-09,"Bombay High Court Quashes Orders Cancelling Johnson & Johnson's License For Baby Powder Production, Says... - Live Law - Indian Legal News | 2 Warren Buffett Stocks That Are No-Brainer Buys and 1 to Avoid Like the Plague - The Motley Fool | J&J may eye deals that boost eye care, surgical robots businesses - CEO - ETHealthWorld | Lilly rides TRex into regulatory T-cell space, paying $55M upfront for 3 immune-mediated disease drugs - Fierce Biotech | Celltrion signs up to support Rani's oral biosimilar copy of J&J's Stelara, lands right of first negotiation - FiercePharma"
1157,2023-01-10,"Bombay HC permits Johnson & Johnson to manufacture, sell baby powder - Business Standard | Johnson & Johnson Recalls Clean & Clear Morning Burst Facial Cleanser - Beauty Packaging | Bombay High Court Quashes Orders Cancelling Johnson & Johnson's License For Baby Powder Production, Says... - Live Law - Indian Legal News | Celltrion signs up to support Rani's oral biosimilar copy of J&J's Stelara, lands right of first negotiation - FiercePharma | Big relief for Johnson & Johnson, Bombay HC allows firm to manufacture and sell baby powder - The Economic Times"
1158,2023-01-11,"Bombay HC permits Johnson & Johnson to manufacture, sell baby powder - Business Standard | Bombay HC quashes Johnson & Johnson baby powder manufacturing ban over FDA test delay - The Times of India | Sanofi tops off venture arm, bringing fund to $750M - BioPharma Dive | How Doug Godshall Ignited The Spark At Shockwave - Investor's Business Daily | Explained: Why Maharashtra Stopped Johnson & Johnson Baby Powder's Sale, HC Ruling And Other Controversies - Outlook India"
1159,2023-01-12,"How Doug Godshall Ignited The Spark At Shockwave - Investor's Business Daily | Sanofi tops off venture arm, bringing fund to $750M - BioPharma Dive | Bombay HC quashes Johnson & Johnson baby powder manufacturing ban over FDA test delay - The Times of India | J&J Slashes Production of Its Unpopular Covid-19 Shot - The Wall Street Journal | Geron hires a host of commercial, marketing execs - FiercePharma"
1160,2023-01-13,"Geron hires a host of commercial, marketing execs - FiercePharma | J&J Slashes Production of Its Unpopular Covid-19 Shot - The Wall Street Journal | Meet the American who invented Band-Aids: cotton buyer and devoted husband Earle Dickson - Fox News | Riding the wave - The New Indian Express"
1161,2023-01-14,Riding the wave - The New Indian Express | ‘Dangerous’ baby powder still sold in South Africa - TimesLIVE
1162,2023-01-15,‘Dangerous’ baby powder still sold in South Africa - TimesLIVE
1163,2023-01-16,"Johnson & Johnson UK class action - Signature Litigation | Johnson & Johnson cuts production of underperforming COVID vaccine: WSJ - FiercePharma | Entering J&J's fiefdom, Luye wins FDA approval of long-acting schizophrenia drug - FiercePharma | Pick Either Johnson & Johnson Stock Or Its Peer – Both May Offer Similar Returns - Forbes | Following in our footprints: The importance of the healthcare industry demonstrating new standards of medical care, sustainably - Johnson & Johnson"
1164,2023-01-17,"J&J Ends Large HIV Vaccine Trial in Latest Setback for Field - Bloomberg | Johnson & Johnson cuts production of underperforming COVID vaccine: WSJ - FiercePharma | Pick Either Johnson & Johnson Stock Or Its Peer – Both May Offer Similar Returns - Forbes | First McDonald’s restaurant for Tilbury - The Chatham Daily News | Following in our footprints: The importance of the healthcare industry demonstrating new standards of medical care, sustainably - Johnson & Johnson"
1165,2023-01-18,7 Dividend Growth Stocks For January 2023 - TheStreet | J&J Ends Large HIV Vaccine Trial in Latest Setback for Field - Bloomberg | One of the greatest cancer drugs lost its edge. This is why it was vulnerable. - MarketWatch | Johnson & Johnson Says the Only HIV Vaccine in Advanced Trials Has Failed - Them | Warren Buffett Says 90% of People Who Buy Stocks Make This Mistake - The Motley Fool
1166,2023-01-19,U.S. fines J&J $9.75 mln over kickbacks to surgeon for overseas surgeries - Reuters.com | IAVI statement on results from Mosaico HIV vaccine trial - IAVI | VHT: 3 Top Health Care ETFs to Buy and Hold for the Long Haul - StockNews.com | Johnson & Johnson Korea to raise supply price of Tylenol lineup by 18% from March - KBR | Johnson & Johnson Says the Only HIV Vaccine in Advanced Trials Has Failed - Them
1167,2023-01-20,U.S. fines J&J $9.75 mln over kickbacks to surgeon for overseas surgeries - Reuters.com | VHT: 3 Top Health Care ETFs to Buy and Hold for the Long Haul - StockNews.com | Johnson & Johnson Korea to raise supply price of Tylenol lineup by 18% from March - KBR
1168,2023-01-21,
1169,2023-01-22,2 big ideas to help lower the risk of maternal-fetal complications in BIPOC women - Johnson & Johnson | Walmart and Johnson & Johnson Consumer Health Team Up with CareSource to Expand Community Resources for Black Mothers in Georgia - Walmart Corporate | Morphic loses another Big Pharma partner as J&J follows AbbVie out of the door - Fierce Biotech | Bayer chairman under fire for lack of spinoff activity amid renewed investor activism - FiercePharma
1170,2023-01-23,"J&J expects inflation, China COVID hit to carry into 2023 - Reuters.com | Walmart and Johnson & Johnson Consumer Health Team Up with CareSource to Expand Community Resources for Black Mothers in Georgia - Walmart Corporate | Johnson & Johnson's WISTEM2D Scholarships - News | University College Cork | J&J's Duato keeps $60B sales target in sight even as Imbruvica slides and Stelara nears patent cliff - FiercePharma | J&J trims the edges of its pipeline with the company mum on timing of looming readouts - Fierce Biotech"
1171,2023-01-24,"Economic crisis? J&J execs say that won’t stop them from hitting $60B target - PharmaVoice | J&J expects inflation, China COVID hit to carry into 2023 - Reuters.com | J&J Earnings Forecast Beats Street Citing Second-Half Surge - Bloomberg | J&J’s Nicorette Becomes World’s First Licensed Vaping And Smoking Cessation Therapy - hbw.citeline.com | An mTOR feedback loop mediates the ‘flare’ (‘rebound’) response to MET tyrosine kinase inhibition - Nature.com"
1172,2023-01-25,Economic crisis? J&J execs say that won’t stop them from hitting $60B target - PharmaVoice | An mTOR feedback loop mediates the ‘flare’ (‘rebound’) response to MET tyrosine kinase inhibition - Nature.com | Gordon receives Dr. Paul Janssen Award for Biomedical Research – WashU Medicine - WashU Medicine | AC Immune's ACI-24.060 anti-amyloid beta vaccine shows promise for Alzheimer's - The Pharma Letter | Aaron Rodgers calls out Big Pharma over 2021 COVID-19 vaccine controversy - MM+M Online
1173,2023-01-26,"J&J says blood cancer drug improves progression-free survival in patients - Reuters.com | J&J, Legend's Carvykti hits goal in earlier myeloma, escalates CAR-T showdown with Bristol Myers' Abecma - FiercePharma | Aaron Rodgers calls out Big Pharma over 2021 COVID-19 vaccine controversy - MM+M Online | Chutes & Ladders—Johnson & Johnson CMO Joanne Waldstreicher announces retirement - Fierce Biotech | AC Immune's ACI-24.060 anti-amyloid beta vaccine shows promise for Alzheimer's - The Pharma Letter"
1174,2023-01-27,"Chutes & Ladders—Johnson & Johnson CMO Joanne Waldstreicher announces retirement - Fierce Biotech | J&J says blood cancer drug improves progression-free survival in patients - Reuters.com | J&J, Legend's Carvykti hits goal in earlier myeloma, escalates CAR-T showdown with Bristol Myers' Abecma - FiercePharma"
1175,2023-01-28,
1176,2023-01-29,"Court rejects Johnson & Johnson's Texas two-step bankruptcy ploy for talc claims - FiercePharma | Johnson & Johnson’s Attempt to Contain Talc-Related Liabilities Is Rebuffed (Published 2023) - The New York Times | Johnson & Johnson blocked from using bankruptcy to resolve talcum powder lawsuits - Financial Times | J&J’s Talc Bankruptcy Case Thrown Out by Appeals Court - The Wall Street Journal | DJIA Closes Down 260 pts, Nasdaq Sheds 2% - AASTOCKS.com"
1177,2023-01-30,"DJIA Closes Down 260 pts, Nasdaq Sheds 2% - AASTOCKS.com | Court rejects Johnson & Johnson's Texas two-step bankruptcy ploy for talc claims - FiercePharma | Johnson & Johnson blocked from using bankruptcy to resolve talcum powder lawsuits - Financial Times | J&J’s Talc Bankruptcy Case Thrown Out by Appeals Court - The Wall Street Journal | U.S. court rejects J&J bankruptcy strategy for thousands of talc lawsuits - Reuters.com"
1178,2023-01-31,"How Do Lawsuits Affect Johnson & Johnson's Stock Price? - Nasdaq | Matt Levine: Johnson & Johnson's (JNJ) Bankruptcy Didn't Work - Bloomberg | Johnson & Johnson named a 2023 Fortune World's Most Admired Company and ranked #1 on the Pharmaceutical Industry list. - Johnson & Johnson | U.S. court rejects J&J bankruptcy strategy for thousands of talc lawsuits - Reuters.com | What is Benzene, and why does it keep causing beauty product recalls? - The Washington Post"
1179,2023-02-01,"Johnson & Johnson named a 2023 Fortune World's Most Admired Company and ranked #1 on the Pharmaceutical Industry list. - Johnson & Johnson | Big Pharma companies trimming pipelines in 2023 - Drug Discovery & Development | Insight: Corporate lawsuit dodge imperiled after court rejects J&J bankruptcy tactic - Reuters.com | What is Benzene, and why does it keep causing beauty product recalls? - The Washington Post | Post misleads on J&J COVID vaccine, DNA - The Associated Press"
1180,2023-02-02,"Fierce Pharma Asia—J&J, Legend's CAR-T win; Sanofi's India job cuts; BeiGene, Novartis' PD-1 delay - FiercePharma | Johnson & Johnson unit plots job cuts; James Merson to depart - The Business Journals | Pharma giant Johnson & Johnson, subsidiary Janssen are cutting jobs, sources say - WRAL TechWire | Insight: Corporate lawsuit dodge imperiled after court rejects J&J bankruptcy tactic - Reuters.com | J&J's pharma group quietly works through global overhaul, with layoffs expected to reach multiple countries - FiercePharma"
1181,2023-02-03,"Fierce Pharma Asia—J&J, Legend's CAR-T win; Sanofi's India job cuts; BeiGene, Novartis' PD-1 delay - FiercePharma | Women suing J&J speak out after company's failed legal maneuver - NBC News | Pharma giant Johnson & Johnson, subsidiary Janssen are cutting jobs, sources say - WRAL TechWire | J&J's pharma group quietly works through global overhaul, with layoffs expected to reach multiple countries - FiercePharma | Johnson & Johnson unit plots job cuts; James Merson to depart - The Business Journals"
1182,2023-02-04,"Women suing J&J speak out after company's failed legal maneuver - NBC News | Talc ruling a blow to J&J and the ‘Texas two-step’ bankruptcy jig - Financial Times | 2 Reasons to Buy Johnson & Johnson, and 2 Reasons to Sell - The Motley Fool | NOBL: The Best Dividend Growth Stocks In A Single ETF - TheStreet"
1183,2023-02-05,Talc ruling a blow to J&J and the ‘Texas two-step’ bankruptcy jig - Financial Times | J&J's latest data for nipocalimab in fetal disorder suggest Momenta acquisition may still pay off - Fierce Biotech | NOBL: The Best Dividend Growth Stocks In A Single ETF - TheStreet | J&J says drug it acquired from Momenta succeeds in study of ultra-rare condition - BioPharma Dive | The top 10 medtech M&A deals of 2022 - Fierce Biotech
1184,2023-02-06,J&J's latest data for nipocalimab in fetal disorder suggest Momenta acquisition may still pay off - Fierce Biotech | How Does Johnson & Johnson Stock Compare With This Large Beverage Company? - Forbes | J&J’s Ethicon completes first robot-assisted kidney stone removal with Monarch platform - Mass Device | Pensacola woman joins thousands in lawsuit against Johnson & Johnson - WEAR | J&J once again breaks out the blue jacket for prostate cancer awareness fashion show - FiercePharma
1185,2023-02-07,"Pensacola woman joins thousands in lawsuit against Johnson & Johnson - WEAR | J&J’s Ethicon completes first robot-assisted kidney stone removal with Monarch platform - Mass Device | How Does Johnson & Johnson Stock Compare With This Large Beverage Company? - Forbes | As J&J quietly overhauls R&D, Arrowhead waits for news on RNAi hepatitis B therapy - Fierce Biotech | Arrowhead confirms J&J’s plan to dial back hepatitis B drug research - BioPharma Dive"
1186,2023-02-08,"Microbiome researcher Jeffrey Gordon receives the 2022 Dr. Paul Janssen Award for biomedical research - Johnson & Johnson | J&J, Medtronic, Boston Scientific gird for battle over US cardiac ablation market with new trials - MedTech Dive | It Takes a System - George W. Bush Presidential Center | J&J, Sanofi back SG pharma platform’s $10m round - Tech in Asia"
1187,2023-02-09,"Microbiome researcher Jeffrey Gordon receives the 2022 Dr. Paul Janssen Award for biomedical research - Johnson & Johnson | New indications drive SGLT2 sales - BioCentury | Johnson & Johnson MedTech India partners with Karkinos to upskill cancer care workforce - BSI bureau | J&J, Sanofi back SG pharma platform’s $10m round - Tech in Asia"
1188,2023-02-10,New indications drive SGLT2 sales - BioCentury | Johnson & Johnson MedTech India partners with Karkinos to upskill cancer care workforce - BSI bureau
1189,2023-02-11,
1190,2023-02-12,JNJ Bought Up Biotech Stock MeiraGTx. It Sold Procept BioRobotics. - Barron's | Alcon to pay Johnson & Johnson $199 mln to settle eye-laser cases - Reuters.com | Alcon reaches $199M settlement with J&J Vision over cataract surgery lasers - Fierce Biotech | Johnson & Johnson poaches Sanofi’s top R&D executive - STAT | UPDATED: Reed relinquishes R&D reins at Sanofi for J&J role - Fierce Biotech
1191,2023-02-13,John Reed Jumps Ship at Sanofi to Helm J&J’s R&D - BioSpace | JNJ Bought Up Biotech Stock MeiraGTx. It Sold Procept BioRobotics. - Barron's | Better Buy: Johnson & Johnson or AbbVie? - The Motley Fool | UPDATED: Reed relinquishes R&D reins at Sanofi for J&J role - Fierce Biotech | Sanofi R&D chief John Reed decamps for Johnson & Johnson - MM+M Online
1192,2023-02-14,"Better Buy: Johnson & Johnson or AbbVie? - The Motley Fool | Johnson & Johnson, Retailer Defendants Argue Tylenol Autism, ADHD Lawsuits Are Preempted - AboutLawsuits.com | Sanofi R&D chief John Reed decamps for Johnson & Johnson - MM+M Online | Efficacy and Safety of an Ad26.RSV.preF–RSV preF Protein Vaccine in Older Adults - nejm.org | Janssen Returns Phase I NASH Candidate to Arrowhead - BioSpace"
1193,2023-02-15,"Arrowhead’s $3.7B J&J deal is done, CEO says, after ‘out of the blue’ NASH decision - Fierce Biotech | Janssen Returns Phase I NASH Candidate to Arrowhead - BioSpace | Johnson & Johnson, Retailer Defendants Argue Tylenol Autism, ADHD Lawsuits Are Preempted - AboutLawsuits.com | J&J returns NASH med back to Arrowhead's quiver with hep B still in limbo - Fierce Biotech | 'Damaged' women left reeling by proposed mesh settlement payout - Nine Shows"
1194,2023-02-16,"“I’m supporting my husband through cancer treatment” - Johnson & Johnson | Chutes & Ladders—John Reed jumps Sanofi ship, boards J&J team - Fierce Biotech | With FDA approval for Filspari, Travere turns Bristol Myers castoff into unique drug for rare kidney disease - FiercePharma | Applied Medical suit against Medtronic alleges surgical-device bundling practice curbs competition - MedTech Dive"
1195,2023-02-17,"“I’m supporting my husband through cancer treatment” - Johnson & Johnson | Chutes & Ladders—John Reed jumps Sanofi ship, boards J&J team - Fierce Biotech | With FDA approval for Filspari, Travere turns Bristol Myers castoff into unique drug for rare kidney disease - FiercePharma"
1196,2023-02-18,
1197,2023-02-19,
1198,2023-02-20,Attorney General Bonta Welcomes Supreme Court Decision Refusing to Review $302 Million Judgment Against Johnson & Johnson Over Pelvic Mesh Products - California Department of Justice | J&J loses challenge to $302 million judgment over pelvic mesh marketing - Reuters.com | Local business JNJ Apparel creates unique Tuscaloosa gear - wvua23.com | She blames her cancer on baby powder. Now she's suing and urges other women to 'get checked' - CBC.ca | J&J loses bid for Supreme Court review of $302M vaginal-mesh verdict - MedTech Dive
1199,2023-02-21,"She blames her cancer on baby powder. Now she's suing and urges other women to 'get checked' - CBC.ca | Attorney General Bonta Welcomes Supreme Court Decision Refusing to Review $302 Million Judgment Against Johnson & Johnson Over Pelvic Mesh Products - California Department of Justice | J&J Is Rejected by Supreme Court Over $302 Million Vaginal-Mesh Award - Bloomberg | Exclusive: Caligan urges Anika Therapeutics to conduct review, plans board challenge - Reuters.com | Johnson & Johnson Vision launches Acuvue Oasys Max 1-DAY and Acuvue Oasys Max 1-Day Multifocal - AOP"
1200,2023-02-22,"Johnson & Johnson Vision launches Acuvue Oasys Max 1-DAY and Acuvue Oasys Max 1-Day Multifocal - AOP | Exclusive: Caligan urges Anika Therapeutics to conduct review, plans board challenge - Reuters.com | J&J Is Rejected by Supreme Court Over $302 Million Vaginal-Mesh Award - Bloomberg"
1201,2023-02-23,Advancing diversity: 3 healthcare experts share their career stories - Johnson & Johnson | 5 things we now know about peripheral artery disease - Johnson & Johnson | J&J wins EU backing for PARP combo Akeega in prostate cancer—but only in some patients - FiercePharma | Johnson & Johnson India’s Stayfree signs actor Kiara Advani for new ad campaign | Company Business News - Mint
1202,2023-02-24,Advancing diversity: 3 healthcare experts share their career stories - Johnson & Johnson | 5 things we now know about peripheral artery disease - Johnson & Johnson | J&J wins EU backing for PARP combo Akeega in prostate cancer—but only in some patients - FiercePharma | Johnson & Johnson India’s Stayfree signs actor Kiara Advani for new ad campaign | Company Business News - Mint
1203,2023-02-25,
1204,2023-02-26,"""My job is to educate about the need for new treatments for rare diseases"" - Johnson & Johnson | After spending $6.5B for Momenta, J&J readies 'pipeline in a product' for pivotal year - Fierce Biotech | Investing in digital public goods to help achieve health for all - Johnson & Johnson | Aqemia making waves in computational drug discovery - BioWorld Online"
1205,2023-02-27,"Investing in digital public goods to help achieve health for all - Johnson & Johnson | After spending $6.5B for Momenta, J&J readies 'pipeline in a product' for pivotal year - Fierce Biotech | What is a rare disease? - Johnson & Johnson | Aqemia making waves in computational drug discovery - BioWorld Online | ""My job is to educate about the need for new treatments for rare diseases"" - Johnson & Johnson"
1206,2023-02-28,What is a rare disease? - Johnson & Johnson | Johnson & Johnson logs 57 layoffs in Pennsylvania as Kenvue spinoff nears - FiercePharma | STEM students at Trinity College Dublin celebrated with scholarships - Dublin Gazette
1207,2023-03-01,"Johnson & Johnson Consumer Health to close central Pa. facility - PennLive | Bristol Myers, J&J plan tests of new blood thinner in nearly 50,000 patients - BioPharma Dive | Johnson & Johnson logs 57 layoffs in Pennsylvania as Kenvue spinoff nears - FiercePharma | J&J partners with Holobiome for next-gen probiotics and prebiotics for infant & maternal immune health - NutraIngredients-usa.com | Zakharova: Russia is deeply concerned about allegations of Serbia's involvement in arms sales to Ukraine - Vijesti.me"
1208,2023-03-02,"FDA clears surgical robot from Noah Medical - Mass Device | J&J partners with Holobiome for next-gen probiotics and prebiotics for infant & maternal immune health - NutraIngredients-usa.com | Bristol Myers, J&J plan tests of new blood thinner in nearly 50,000 patients - BioPharma Dive | Unilever, J&J, Olaplex and L'Oreal Still Treading Legal Waters Over Lilial, Benzene - Cosmetics & Toiletries | Zakharova: Russia is deeply concerned about allegations of Serbia's involvement in arms sales to Ukraine - Vijesti.me"
1209,2023-03-03,"Unilever, J&J, Olaplex and L'Oreal Still Treading Legal Waters Over Lilial, Benzene - Cosmetics & Toiletries | FDA clears surgical robot from Noah Medical - Mass Device"
1210,2023-03-04,
1211,2023-03-05,"ACC23: J&J's combo pill of Opsumit plus tadalafil improves blood flow in PAH patients - FiercePharma | Harbour ships phase 3 data to take lead over argenx, J&J and UCB in Chinese autoimmune race - Fierce Biotech"
1212,2023-03-06,"JNJ: 3 Extremely Safe Stocks to Pick up in 2023 - StockNews.com | J&J-backed startup launches with $100M to build better brain drugs - BioPharma Dive | Protagonist's story turns for the better as J&J-partnered psoriasis med clears lesions in midphase trial - Fierce Biotech | - The Business Journals - The Business Journals | Harbour ships phase 3 data to take lead over argenx, J&J and UCB in Chinese autoimmune race - Fierce Biotech"
1213,2023-03-07,"Venaig Solinhac joins Johnson & Johnson Consumer Health - Marketing Interactive | Third Rock, J&J spinout Rapport arrives with $100M and ambition to transform precision neuroscience - Fierce Biotech | Johnson & Johnson layoffs hit medtech business, with more than 350 cuts in California - Fierce Biotech | Nearly 350 Bay Area workers laid off by major health care company - SFGATE | Johnson & Johnson cuts nearly 350 surgical robotics jobs - Mass Device"
1214,2023-03-08,"Biosense Webster’s First Dual Energy Catheter to Treat Atrial Fibrillation Begins Evaluation in SmartfIRE Clinical Trial - Diagnostic and Interventional Cardiology | Johnson & Johnson’s ablation catheter garners approval in China for atrial fibrillation - BioWorld Online | BMC’s head of spine surgery identified as recipient of alleged kickbacks - The Boston Globe | Johnson & Johnson layoffs hit medtech business, with more than 350 cuts in California - Fierce Biotech | The story behind Johnson & Johnson's most beloved ad slogans - Johnson & Johnson"
1215,2023-03-09,"J&J lays off 350 people at robotics units, says ‘we have to get better’ with Ottava - MedTech Dive | Serbia is unable to control the re-export of its ammunition to Ukraine - Militarnyi | Boston surgeon who famously ducked out of a surgery for a NAP received free medical devices from J&J - Daily Mail | Who are the leading innovators in monoclonal antibody drugs for cancer for the pharmaceutical industry? - Pharmaceutical Technology | Johnson & Johnson, Kellogg, and 2 Other Spinoffs to Watch in 2023 - Barron's"
1216,2023-03-10,Boston surgeon who famously ducked out of a surgery for a NAP received free medical devices from J&J - Daily Mail | Why I'm Convinced That Schwab US Dividend Equity ETF Will Outperform (NYSEARCA:SCHD) - Seeking Alpha | Johnson & Johnson Layoffs 2023: What to Know About the Latest JNJ Job Cuts - InvestorPlace | Serbia is unable to control the re-export of its ammunition to Ukraine - Militarnyi | Johnson & Johnson: Severance Packages - Samfiru Tumarkin LLP
1217,2023-03-11,Johnson & Johnson: Severance Packages - Samfiru Tumarkin LLP
1218,2023-03-12,Advancing unconscious bias training for healthcare professionals - Johnson & Johnson | The top 10 drugs losing US exclusivity in 2023 - FiercePharma | StockWatch: Moderna Looks to Accelerate Cancer Vaccine - Genetic Engineering & Biotechnology News
1219,2023-03-13,Advancing unconscious bias training for healthcare professionals - Johnson & Johnson | The top 10 drugs losing US exclusivity in 2023 - FiercePharma | Sequential Skin x Johnson & Johnson Collab to Quantify Skin Health - Cosmetics & Toiletries | StockWatch: Moderna Looks to Accelerate Cancer Vaccine - Genetic Engineering & Biotechnology News
1220,2023-03-14,"IMB spin-out announces successful clinical trial for psoriasis drug - Institute for Molecular Bioscience | In his first year as Johnson & Johnson CEO, Joaquin Duato scored $13.1M payout - FiercePharma | Clinical trial success for psoriasis drug - UQ News - The University of Queensland | The menin inhibitor revumenib in KMT2A -rearranged or NPM1 -mutant leukaemia - Nature.com | Opinion | A Second Chance for Johnson & Johnson in Court - The Wall Street Journal"
1221,2023-03-15,"Vaxart cans oral COVID-19 vaccine plans, lays off 27% of staff to go all in on norovirus program - Fierce Biotech | Clinical trial success for psoriasis drug - UQ News - The University of Queensland | Johnson & Johnson shelves Carvykti's UK launch amid manufacturing shortfalls - FiercePharma | J&J CEO Joaquin Duato’s compensation dips to $13.1M in 2022 - MM+M Online | Blocking NS3–NS4B interaction inhibits dengue virus in non-human primates - Nature.com"
1222,2023-03-16,"West Point Celebrates Its 221st Birthday During Founders Day - United States Army | Index Providers Disagree on Growth and Value - Morningstar | Janssen No Longer Seeking Approval for Carvykti in the UK - CGTLive™ | Vaxart cans oral COVID-19 vaccine plans, lays off 27% of staff to go all in on norovirus program - Fierce Biotech | J&J’s experimental dengue pill prevents infection in mice, monkeys - The Fiji Times"
1223,2023-03-17,West Point Celebrates Its 221st Birthday During Founders Day - United States Army | Index Providers Disagree on Growth and Value - Morningstar | Janssen No Longer Seeking Approval for Carvykti in the UK - CGTLive™
1224,2023-03-18,
1225,2023-03-19,VIDEO: Johnson & Johnson presents ‘wide breadth and depth’ of research at AAD 2023 - Healio | Pretax profits at Irish subsidiary of Johnson & Johnson almost double - The Irish Times
1226,2023-03-20,Johnson & Johnson EVP and Worldwide Chairman of Medtech Ashley McEvoy Named Chairman of AdvaMed Board of Directors - AdvaMed | VIDEO: Johnson & Johnson presents ‘wide breadth and depth’ of research at AAD 2023 - Healio | Generative AI Makes Headway in Healthcare - The Wall Street Journal | Pretax profits at Irish subsidiary of Johnson & Johnson almost double - The Irish Times
1227,2023-03-21,"Johnson & Johnson EVP and Worldwide Chairman of Medtech Ashley McEvoy Named Chairman of AdvaMed Board of Directors - AdvaMed | After appeals loss, Johnson & Johnson will take Texas two-step case to the US Supreme Court - FiercePharma | Drugmakers push back on a clever tactic employers use to avoid paying for specialty medicines - STAT | Generative AI Makes Headway in Healthcare - The Wall Street Journal | How To Apply For The New Nurse Innovation Fellowship By J&J, Penn Nursing & Wharton School - Nurse.org"
1228,2023-03-22,"JNJ-26366821 repairs acetaminophen-induced liver injury in mice - BioWorld Online | India rejects Johnson & Johnson’s attempt to extend monopoly on lifesaving TB drug - The Hindu | After appeals loss, Johnson & Johnson will take Texas two-step case to the US Supreme Court - FiercePharma | How To Apply For The New Nurse Innovation Fellowship By J&J, Penn Nursing & Wharton School - Nurse.org | Drugmakers push back on a clever tactic employers use to avoid paying for specialty medicines - STAT"
1229,2023-03-23,"Johnson & Johnson bid to extend TB drug Bedaquiline patent rejected in India, paves way for generics - South First | India rejects Johnson & Johnson’s attempt to extend monopoly on lifesaving TB drug - The Hindu | JNJ-26366821 repairs acetaminophen-induced liver injury in mice - BioWorld Online | Study Shows 186 Banks Are On The Brink Of Failure - ValueWalk | BL Explainer: What happens to bedaquiline after the expiry of Johnson & Johnson’s patent in July - BusinessLine"
1230,2023-03-24,"Johnson & Johnson’s set to lose patent on key TB drug in July - The Times of India | ‘Exceptional redevelopment potential’: Auckland’s Skyworld complex is up for sale - The Spinoff | Modulatory mechanisms of TARP γ8-selective AMPA receptor therapeutics - Nature.com | From glitz to ghost-town: Ex-Planet Hollywood building that once hosted Robin Williams is for sale - OneRoof | Winnipeg woman 'traumatized' by decade of pain after surgical mesh splits apart, lawsuit alleges - CBC.ca"
1231,2023-03-25,"Modulatory mechanisms of TARP γ8-selective AMPA receptor therapeutics - Nature.com | Palm Beach Pride: LGBTQ+ parade draws diverse support, families, ‘mom hugs’ - Palm Beach Post | From glitz to ghost-town: Ex-Planet Hollywood building that once hosted Robin Williams is for sale - OneRoof | ‘Exceptional redevelopment potential’: Auckland’s Skyworld complex is up for sale - The Spinoff"
1232,2023-03-26,"Top 10 pharma R&D budgets in 2022 - Fierce Biotech | Palm Beach Pride: LGBTQ+ parade draws diverse support, families, ‘mom hugs’ - Palm Beach Post | (27 Mar, 2023) - Drishti IAS"
